,id,name,order_menu,cuisines,timings,cost_for_two,price_range,currency,highlights,offers,user_rating,online_delivery,delivering,reservation_supported,has_table_booking,establishment,address,locality,city,city_id,latitude,longitude,zipcode,country_id,locality_verbose
19,16606917,Rammy Dessert Indian Restaurant,0,Indian,"11:30 AM to 2:30 PM, 5 PM to 9 PM (Mon-Sat),Closed (Sun)",20,2,$,"Lunch,Cash,Debit Card,No Alcohol Available,Dinner,Credit Card,Indoor Seating",,3.9,0,0,0,0,Casual Dining,"169 High Street, Maryborough",Maryborough,Maryborough,1584,-37.0475722000,143.7383896000,3465,14,"Maryborough, Maryborough"
20,18483051,Summer Pavilion,0,"Chinese, Seafood, Cantonese, Dim Sum","11:30 AM to 2:30 PM, 6:30 PM to 10:30 PM (Mon-Sun)",300,4,$,"Dinner,Cash,Debit Card,Takeaway Available,Breakfast,Credit Card,Lunch,Table booking recommended,Indoor Seating,Kid Friendly,Private Dining Area Available,High Tea,Wine,Air Conditioned,Luxury Dining,Brunch,Michelin Starred",,4.7,0,0,0,0,Fine Dining,"The Ritz-Carlton, 7 Raffles Avenue,  Millenia Singapore,  039799","Marina Centre, Downtown Core",Singapore,52,1.2908008811,103.8601766110,039799,184,"Marina Centre, Downtown Core, Singapore"
21,18496057,Restaurant Andre,0,"French, Mediterranean, European","Closed (Mon, Sun), 12 Noon to 3 PM, 7 PM to 11 PM (Tue-Sat)",500,4,$,"Cash,Debit Card,Lunch,Credit Card,Dinner,Indoor Seating,Table booking recommended,Outdoor Seating,Wine,Beverages",,4.7,0,0,0,0,Fine Dining,41 Bukit Pasoh Road 089855,"Cantonment Road, Outram",Singapore,52,1.2794197556,103.8403602200,089855,184,"Cantonment Road, Outram, Singapore"
22,18485572,Carousel,0,"Mediterranean, Asian, Japanese, Sushi, Seafood, French",6 AM to 9:30 PM (Mon-Sun),150,4,$,"Dinner,Cash,Breakfast,Lunch,Credit Card,Debit Card,Indoor Seating,Buffet,High Tea,Kid Friendly,Brunch",,4.6,0,0,0,0,Casual Dining,"25 Scotts Road, Level Royal Plaza 228220","Dfs Galleria, Orchard",Singapore,52,1.3070943777,103.8320612840,228220,184,"Dfs Galleria, Orchard, Singapore"
23,18483595,Edge,0,"Chinese, Thai, Japanese, Italian","12 Noon to 2:30 PM, 6:30 PM to 10:30 PM (Mon-Sun)",165,4,$,"Cash,Debit Card,Breakfast,Lunch,Credit Card,Dinner,Indoor Seating,Buffet,Kid Friendly,Brunch,Desserts and Bakes,Table booking recommended",,4.1,0,0,0,0,Fine Dining,"7 Raffles Boulevard, Level 3 Pan Pacific Singapore 039595","Marina Centre, Downtown Core",Singapore,52,1.2917696117,103.8592984120,039595,184,"Marina Centre, Downtown Core, Singapore"
24,18483658,Basilico,0,Italian,"6:30 AM to 10:30 AM, 12 Noon to 2:30 PM, 6:30 PM to 10 PM (Mon-Sat),7 AM to 10:30 AM, 12 Noon to 3 PM, 6:30 PM to 10 PM (Sun)",150,4,$,"Dinner,Cash,Breakfast,Lunch,Kid Friendly,Buffet,Wine,Indoor Seating,Brunch,Fullbar",,4.6,0,0,0,0,Casual Dining,"1 Cuscaden Road, Level 2 Regent Singapore 249715","Orchard Spring Lane, Orchard",Singapore,52,1.3045768973,103.8248773590,249715,184,"Orchard Spring Lane, Orchard, Singapore"
25,18484299,Melt Cafe,0,"Singaporean, European, Seafood, Indian, Japanese, Continental",6:30 AM to 9:30 PM (Mon-Sun),200,4,$,"Cash,Debit Card,Breakfast,Lunch,Credit Card,Dinner,Indoor Seating,Buffet,Table booking recommended,Outdoor Seating,Kid Friendly,Brunch,Fullbar",,4.8,0,0,0,0,Casual Dining,"5 Raffles Avenue, Marina Square 039797","Marina Square, Downtown Core",Singapore,52,1.2907680000,103.8582000000,039797,184,"Marina Square, Downtown Core, Singapore"
26,18494038,Peach Blossoms,0,"Singaporean, Chinese, Dim Sum, Healthy Food, Seafood, Cantonese","12 Noon to 2:30 PM, 6:30 PM to 10:30 PM (Mon-Fri),11 AM to 2:30 PM, 6:30 PM to 10:30 PM (Sat-Sun)",110,4,$,"Cash,Debit Card,Takeaway Available,Lunch,Serves Alcohol,Credit Card,Dinner,Indoor Seating,Private Dining Area Available,Brunch,Kid Friendly,Buffet,Table booking recommended",,4.1,0,0,0,0,Casual Dining,"6 Raffles Boulevard, Level 5 Marina Mandarin 039594","Marina Square, Downtown Core",Singapore,52,1.2910144013,103.8575217660,039594,184,"Marina Square, Downtown Core, Singapore"
27,18975112,Vidhathri Bhawan,0,"North Indian, South Indian","8am – 11:45am, 12noon – 10:30pm (Mon-Sun)",200,1,Rs.,,,4.3,1,0,0,0,Casual Dining,"Ground Floor Manjunatha Tower Ward No 4, Shop No 123, Main Road A block Gandhi Nagar Shimoga 577201, Shimoga Locality, Shimoga",Shimoga Locality,Shimoga,11404,13.9425166000,75.5740265000,577201,1,"Shimoga Locality, Shimoga"
28,18483372,Sky On 57,0,"Chinese, Continental, Singaporean",11 AM to 12:30 AM (Mon-Sun),300,4,$,"Cash,Debit Card,Breakfast,Lunch,Credit Card,Dinner,Indoor Seating,Private Dining Area Available,Nightlife,Outdoor Seating,Kid Friendly,Brunch,Fullbar,Table booking recommended",,4.5,0,0,0,0,Lounge,"10 Bayfront Avenue, 57 Marina Bay Sands 018956","Bayfront Avenue, Downtown Core",Singapore,52,1.2826608003,103.8600047860,018956,184,"Bayfront Avenue, Downtown Core, Singapore"
29,19098529,Real Taste Restaurant,0,North Indian,"11am – 11pm (Mon, Tue, Thu, Fri, Sat, Sun), Closed (Wed)",300,1,Rs.,"Takeaway Available,Dinner,Delivery,Lunch,Cash,Indoor Seating,Pure Veg",,4.1,1,0,0,0,Casual Dining,"3rd Floor, Dwarkesh corporate, Nr Krishna Complex, Radhanpur Road, Mehsana, Mehsana Locality, Mehsana",Mehsana Locality,Mehsana,11523,23.6065280000,72.3805570000,,1,"Mehsana Locality, Mehsana"
30,19346200,Hotel Ganga Dhaba,0,"Seafood, North Indian, Maharashtrian, Roast Chicken",11 AM to 10:30 PM,0,1,Rs.,,,0,1,0,0,0,Casual Dining,"Chikhli Bypass Sajanpuri Khamgaon, Khamgaon Locality, Khamgaon",Khamgaon Locality,Khamgaon,11898,20.6900030507,76.5580803529,,1,"Khamgaon Locality, Khamgaon"
31,19037260,City Hotel,0,"Kerala, South Indian, Chinese","9am – 11:45pm (Mon),11am – 11:30pm (Tue, Thu, Fri, Sat, Sun), 9am – 11:50pm (Wed)",300,1,Rs.,"Dinner,Takeaway Available,Lunch,Cash,Indoor Seating",,4.3,1,0,0,0,Quick Bites,"Door X11/601-602 11, ND Milestone Kilikolloor, PO Kollam, Kollam Locality, Kollam",Kollam Locality,Kollam,11472,8.9002576361,76.6136708111,,1,"Kollam Locality, Kollam"
32,18483884,Lagnaa Barefoot Dining,0,"South Indian, North Indian",11:30 AM to 10:30 PM (Mon-Sun),50,3,$,"Cash,Debit Card,Takeaway Available,Dinner,Credit Card,Lunch,Beer,Indoor Seating,Wine",,4.3,0,0,0,0,Casual Dining,6 Upper Dickson Road 207466,"Little India, Rochor",Singapore,52,1.3063870000,103.8522364330,207466,184,"Little India, Rochor, Singapore"
33,18897945,Hotel Shubham,0,"South Indian, North Indian, Fast Food, Chinese",8 AM to 10 PM,500,2,Rs.,,,4.3,1,0,0,0,,"LLR Road, Durgagudi 1st Cross, Shimoga, Shimoga Locality, Shimoga",Shimoga Locality,Shimoga,11404,13.9345488000,75.5705591000,,1,"Shimoga Locality, Shimoga"
34,18482929,10 At Claymore,0,European,6:30 AM to 11 PM (Mon-Sun),135,4,$,"Cash,Debit Card,Breakfast,Dinner,Credit Card,Lunch,Indoor Seating,Buffet,Table booking recommended,Kid Friendly,Brunch",,4.1,0,0,0,0,Casual Dining,"10 Claymore Road, Level Pan Pacific, Orchard 229540","Boulevard, Orchard",Singapore,52,1.3073734411,103.8299073540,229540,184,"Boulevard, Orchard, Singapore"
35,18496115,Komala Vilas Restaurant,0,"Indian, North Indian, South Indian",7 AM to 10:30 PM (Mon-Sun),20,2,$,"Cash,Takeaway Available,Breakfast,Dinner,Lunch,Snacks,Indoor Seating,Vegetarian Friendly,Brunch,Beverages",,4.9,0,0,0,0,Casual Dining,"76-78, Serangoon Road 217981","Serangoon Road, Rochor",Singapore,52,1.3065182632,103.8519292630,217981,184,"Serangoon Road, Rochor, Singapore"
36,18485564,Wild Honey,0,"European, Spanish, American, Cafe","9 AM to 8 PM (Mon, Tue, Wed, Thu, Sun), 9 AM to 9 PM (Fri-Sat)",70,4,$,"Cash,Debit Card,Breakfast,Dinner,Credit Card,Takeaway Available,Lunch,Indoor Seating,Desserts and Bakes,Outdoor Seating,Kid Friendly,Brunch,Table booking recommended",,4.9,0,0,0,0,Casual Dining,"333A Orchard Road, #03-02 Mandarin Gallery 238897","Grange Road, Orchard",Singapore,52,1.3020450522,103.8370989400,238897,184,"Grange Road, Orchard, Singapore"
37,16608516,Royal House Hotel,0,Bar Food,"Lunch, Dinner (Sun, Mon, Tue, Wed, Thu, Fri, Sat)",20,2,$,"Lunch,Dinner",,2.9,0,0,0,0,Pub,"5th St, Ardrossan",Ardrossan,Ardrossan,1824,-34.4244607000,137.9180763000,5571,14,"Ardrossan, Ardrossan"
38,17418795,Teena's Pizza,0,Pizza,"11 AM to 9 PM (Mon, Tue, Wed, Thu, Sat), 11 AM to 10 PM (Fri),12 Noon to 8 PM (Sun)",25,2,$,"Lunch,Dinner",,2.9,0,0,0,0,,"35 E Main St, Pekin 47165",Pekin,Pekin,5356,38.5047330000,-86.0154020000,47165,216,"Pekin, Pekin"
39,19023509,Malabar Paradise,0,"North Indian, South Indian",11 AM to 11 PM,300,1,Rs.,"Delivery,Cash,Credit Card,Breakfast,Takeaway Available,Debit Card,Lunch,Dinner,Indoor Seating,Digital Payments Accepted",,4.0,1,0,0,0,Casual Dining,"Collectorate P O, Kottayam, Kerala, Kottayam Locality, Kottayam",Kottayam Locality,Kottayam,11542,9.5901487205,76.5322852134,,1,"Kottayam Locality, Kottayam"
40,18239958,Joe's Milkbar,0,Cafe Food,"7 AM to 7:30 PM (Mon-Tue, Thu-Sun), 7 AM to 3 PM (Wed)",20,2,$,"Cash,Breakfast,Lunch,Takeaway Available,No Alcohol Available,Indoor Seating",,3.2,0,0,0,0,Café,"Shop 11, Albion Park Shopping VIllage, Russel Street, Albion Park",Albion Park,Albion Park,2140,-34.5723140000,150.7747650000,,14,"Albion Park, Albion Park"
41,18490513,Equinox Restaurant,0,"European, Asian","12 Noon to 2:30 AM (Mon-Sat),11 AM to 2:30 AM (Sun)",80,4,$,"Cash,Debit Card,Lunch,Credit Card,Breakfast,Dinner,Indoor Seating,Brunch,Fullbar,Buffet,Wine",,3.8,0,0,0,0,Casual Dining,"2 Stamford Road, Level 70 178882","Raffles City Shopping Centre, Downtown Core",Singapore,52,1.2932403000,103.8534600000,178882,184,"Raffles City Shopping Centre, Downtown Core, Singapore"
42,19147402,BMR Family Restaurant,0,"Andhra, Asian, Biryani, Fast Food, Hyderabadi, Modern Indian, Mughlai, Roast Chicken",11:30 AM to 10:30 PM,300,1,Rs.,"Dinner,Takeaway Available,Lunch,Cash,Indoor Seating",,4.0,1,0,0,0,Casual Dining,"Chittoor Road, Near Check Post, Be si de Cámara Bank, Rayachoty, Rayachoty Locality, Rayachoty",Rayachoty Locality,Rayachoty,11860,14.0493558522,78.7511315569,,1,"Rayachoty Locality, Rayachoty"
43,18482848,Singapore Zam Zam Restaurant,0,"South Indian, Singaporean, Middle Eastern, Indian",7 AM to 11 PM (Mon-Sun),20,2,$,"Cash,Takeaway Available,Dinner,Breakfast,Lunch,Brunch,Indoor Seating",,4.9,0,0,0,0,Casual Dining,"697 North Bridge Road, 697-699 Kampong Glam 198675","Arab Street, Rochor",Singapore,52,1.3021651461,103.8584584090,198675,184,"Arab Street, Rochor, Singapore"
44,19120904,KFC,0,"Burger, Fast Food, Beverages",11 AM to 5 PM,450,2,Rs.,"Delivery,Lunch,Cash,Debit Card,Dinner,Takeaway Available,Credit Card,Indoor Seating",,4.0,1,0,0,0,Quick Bites,"Ground Floor, Club 7, MC Road, Thiruvalla Locality, Thiruvalla",Thiruvalla Locality,Thiruvalla,11798,9.3847830000,76.5743710000,,1,"Thiruvalla Locality, Thiruvalla"
45,16606855,BP Roadhouse,0,"Diner, Fish and Chips","Breakfast, Lunch, Dinner (Sun, Mon, Tue, Wed, Thu), Breakfast, Lunch, Dinner, Late (Fri-Sat)",20,2,$,"Dinner,Breakfast,Lunch,Gluten Free Options,Nightlife",,0,0,0,0,0,Food Truck,"371 Cobb And Co Rd, Carlsruhe",Carlsruhe,Carlsruhe,1547,-37.2921290000,144.5049390000,3442,14,"Carlsruhe, Carlsruhe"
46,17694192,Cafe One Ten,0,Sandwich,"9 AM to 8 PM (Mon-Sat), 9 AM to 4 PM (Sun)",10,1,$,"Breakfast,Dinner,Lunch,Gluten Free Options,Indoor Seating,Private Dining Area Available,Wifi,Vegetarian Friendly,Table booking recommended,Kid Friendly",,4.0,0,0,0,0,,"110 Main St W, Oak Hill 25901",Oak Hill,Oak Hill,10392,37.9715933000,-81.1492374000,25901,216,"Oak Hill, Oak Hill"
47,19153750,Leema Grandbay Multicuisine Restaurant,0,"Biryani, Chinese, North Indian",12 Noon to 10 PM,200,1,Rs.,"Cash,Takeaway Available,Delivery",,3.9,1,0,0,0,,"Door 14-08-25, Main Trunk, Anakapalle Locality, Anakapalle",Anakapalle Locality,Anakapalle,11615,17.6870112808,83.0155934393,,1,"Anakapalle Locality, Anakapalle"
48,18482686,FOC Restaurant,0,Spanish,"12 Noon to 2 PM, 6 PM to 10 PM (Mon-Fri),Closed (Sat-Sun)",100,4,$,"Cash,Debit Card,Lunch,Credit Card,Takeaway Available,Dinner,Indoor Seating,Nightlife,Table booking recommended,Fullbar",,4.6,0,0,0,0,Bar,40 Hongkong Street 059679,"Boat Quay, Singapore River",Singapore,52,1.2873574250,103.8474858500,059679,184,"Boat Quay, Singapore River, Singapore"
49,18483374,My Awesome Cafe,0,"Continental, European","7:45 AM to 12 Midnight (Mon-Fri),8:45 AM to 12 Midnight (Sat-Sun)",75,4,$,"Cash,Debit Card,Delivery,Breakfast,Dinner,Credit Card,Takeaway Available,Lunch,Indoor Seating,Fullbar,Beer,Outdoor Seating,Kid Friendly,Vegetarian Friendly,Brunch,Wine",,4.7,0,0,0,0,Café,202 Telok Ayer Street 068639,"Telok Ayer Street, Outram",Singapore,52,1.2801122667,103.8471868330,068639,184,"Telok Ayer Street, Outram, Singapore"
50,19094869,Oberoi Bakery,0,"Bakery, Desserts, Burger",8 AM to 9 PM,100,1,Rs.,"Cash,Pure Veg",,4.0,1,0,0,0,Quick Bites,"Oberoi bakery, Phool Chakkar, Main bazaar, Ropar (Rupnagar), Punjab, Ropar Locality, Ropar",Ropar Locality,Ropar,11724,30.9681113887,76.5249611065,,1,"Ropar Locality, Ropar"
51,16605579,Chino's Cafe,0,Others,,20,2,$,"Lunch,Dinner",,3.6,0,0,0,0,,"47 Victoria St, Kerang",Kerang,Kerang,1501,-35.7342200000,143.9210120000,3579,14,"Kerang, Kerang"
52,19071007,Chic Pop Fried Chicken,0,Fast Food,11:30 AM to 11 PM,250,1,Rs.,"Delivery,Debit Card,Cash,Takeaway Available,Credit Card,Indoor Seating,Halal",,3.8,1,0,0,0,Quick Bites,"Near Govt ITI, Attingal, Thiruvananthapuram",Attingal Locality,Attingal,11689,8.6902739000,76.8223964000,,1,"Attingal Locality, Attingal"
